area_code,area_name,area_type,period,valid_industry_count,sales_weight_coverage,store_weight_coverage,sales_rel,transactions_rel,sales_per_store_rel,store_rel,net_entry_rel
3110903,방배아이파크아파트,골목상권,long,13,0.801416827522599,0.9722222222222222,0.09563960842011544,0.21226809374466618,-0.08615802028975329,-0.016465154114914022,-0.006714741133787942
3110904,이수역 5번,골목상권,long,8,1.0,1.0,-0.11474304438412206,-0.012555855661014557,-0.031234016076958894,-0.10830073227740422,-0.00675259769134328
3110905,방배노인종합복지관(이수중학교),골목상권,long,10,0.8306745125367422,0.8177570093457944,0.32575130451279294,-0.26348424928123804,0.3324520881342956,-0.04647567790279113,-0.02009700853262122
3110906,서문여고,골목상권,long,1,0.0,0.0,,,,,-0.18725759917050286
3110907,방배초등학교,골목상권,long,13,0.8933990600795776,0.9299781181619255,-0.14164057162319824,-0.1435959686635514,-0.09340223509498606,-0.023241040775623566,-0.005401071640619682
3110908,구반포역,골목상권,long,9,0.7213173995776861,0.8100558659217877,-1.0154006177365562,-1.3303543270354834,-0.9158722448082645,-0.059282256342376036,-0.037114986843609116
3110910,내방역 5번,골목상권,long,3,0.8524217147910838,0.5,-1.161631110977405,-0.2862476719861854,-1.2115530303141053,0.06346648057359282,0.008396942295662213
3110912,방배동사이길,골목상권,long,12,1.0,1.0,-0.013468055700915285,-0.09063532134368596,-0.021598281538529773,-0.028248880531202548,-0.01563861342143963
3110913,방현초등학교(방배119안전센터),골목상권,long,6,0.9258079899865129,0.7101449275362319,-0.15253675242181333,-0.37186541165226755,-0.26230291449794924,-0.16218323696384707,-0.07362825938175932
3110915,서래초등학교,골목상권,long,3,0.7106898804501909,0.5079365079365079,-0.708407937550819,-0.5571628402961805,-0.5917787806122623,-0.19371990621365587,-0.016899198663644324
3110916,내방역 4번,골목상권,long,9,0.8632838700591381,0.9285714285714286,-0.1542259445279407,-0.25043467767486804,-0.1478598223888814,-0.04676212631316846,-0.012246838867506056
3110917,서초소방서,골목상권,long,1,1.0,1.0,1.272739195595481,0.8465845610366958,1.1140949340180244,-0.03797487706331708,0.04374186253993663
3110918,방배역 3번,골목상권,long,5,0.15212193282553324,0.5652173913043478,-0.04947279087981248,-0.10009425009349952,0.37243646139873443,0.00464166868951718,0.04962054599569925
3110919,내방역 8번,골목상권,long,2,1.0,1.0,-0.20301990373601866,-0.575882017874547,-1.1641714747256144,0.5218994169258528,0.1258366320890866
3110921,서울프랑스학교,골목상권,long,5,1.0,1.0,-1.641556511006495,-1.810592990879134,-1.3532115570724603,-0.15387826486893783,-0.022986406589607093
3110922,내방역 1번,골목상권,long,3,1.0,1.0,0.30145567242669974,0.3485338791698501,0.45273998123655945,0.0019472113649213931,-0.009521374898491324
3110924,반포4동주민센터(몽마르뜨공원),골목상권,long,2,0.0,0.0,,,,,-0.16161679432135384
3110925,서초중학교,골목상권,long,8,0.9992952248815247,0.9302325581395349,-0.12834289153862646,-0.18773011879732573,-0.09580109981069433,-0.09884253790831907,-0.04096465042008549
3110926,신중초등학교,골목상권,long,5,0.9084604340404503,0.8083832335329342,-0.5091746093510372,-0.7398455494063088,-0.15303565565215724,-0.27461173141842377,-0.048078297986162484
3110927,잠원역,골목상권,long,2,0.9835539769889067,0.5714285714285714,0.12160943192780027,-0.05214113189036973,-0.1996394730206626,0.6396824525822363,0.12818385643792676
3110929,남부터미널역 1번,골목상권,long,7,0.2760792370046443,0.5231481481481481,-0.019053855688276045,0.1693594597241792,0.1256755085734764,-0.15247636201840908,-0.056020544483076536
3110930,서초동성당,골목상권,long,6,0.40403910539569343,0.5862068965517241,0.0737088069167432,0.15693579071530667,0.24457102211981005,0.09319105257627343,-0.010195734952041352
3110931,삼성전자서울R&D(서울우면초등학교),골목상권,long,1,1.0,1.0,-0.49556757277697194,-0.4880705322196532,-0.13759497237773674,-0.3325467205457939,-0.061575401897776265
3110932,서울시인재개발원,골목상권,long,1,1.0,1.0,0.009067091144632111,-0.12914907859459662,0.010967149666164133,-0.16898601734139096,-0.01193169596538561
3110933,한국상담대학원대학교,골목상권,long,1,,,,,,,
3110934,우면주공아파트,골목상권,long,13,0.7488816806388061,0.9732441471571907,-0.5708372109975571,-0.4583125872563087,-0.525160851571574,-0.0033915068018951174,0.004546462633035476
3110936,더케이호텔(양재리본타워2단지아파트),골목상권,long,5,1.0,1.0,-0.23067025416515544,-0.40244756317590474,-0.05220736963233866,-0.25170329406136227,-0.07374022513639303
3110937,방아다리근린공원(횃불트리니티신학대학원대학교),골목상권,long,3,0.3551524689412904,0.30434782608695654,1.3979742014454342,0.6657974069776703,0.7450459437091574,1.2173083437784995,-0.03200981902677275
3110938,바우뫼공원,골목상권,long,4,1.0,1.0,-0.10535499787098143,0.24189484915435308,-0.003075181720361061,-0.12141951712692108,-0.02036426736886469
3110939,양재역 8번(양재동우체국),골목상권,long,27,0.9695275803403139,0.9237536656891495,-0.2501799067126165,-0.28166464232805627,-0.10088007463224245,-0.17818380689630325,-0.02322291290963311
3110940,양재근린공원(양재2동주민센터),골목상권,long,2,0.08817922365469959,0.4444444444444444,0.14954850993488328,-0.2996883529284161,0.33205751206794654,-0.16298693885016477,-0.0860647718939823
3110941,언남고등학교,골목상권,long,2,0.4015915583840493,0.5882352941176471,-0.0035203168903241155,0.06359671313398915,0.3628674997378504,-0.35927298369291294,0.03492559248961701
3110942,염곡동 구룡사(포이동성당),골목상권,long,15,0.9919813610856764,0.9165467625899281,-0.5102732423790274,-0.5887966783689224,-0.7367405545193242,-0.013287007485277839,-0.007417014013074774
3110943,법제교육센터(버들어린이공원),골목상권,long,9,0.5425655978622214,0.8157894736842105,0.24293859021535155,0.09591924893069946,0.16589287416802118,-0.1579193721345729,-0.004052138218597343
3110945,본마을노인복지센터(서초구립내곡도서관),골목상권,long,1,0.0,0.0,,,,,
3110946,청계산원터골,골목상권,long,4,1.0,1.0,-0.16750229030229535,-0.41299674655158114,-0.28037133746794596,0.03902472322969525,-0.005546393482068661
3110947,청계산입구역 2번(내곡동주민센터),골목상권,long,1,1.0,1.0,-0.1578148678090784,0.011807087699853544,0.09597815531264922,-0.24902872501492734,-0.025064528045586117
3110948,헌인가구단지,골목상권,long,1,0.0,0.0,,,,,-0.12199304890595258
3110949,한남IC,골목상권,long,4,1.0,1.0,0.25260475894164214,-0.003821413337842314,0.3643940524337983,0.03457370193233803,-0.015667239069839495
3110951,신사은행나무공원,골목상권,long,6,0.9956194847001107,0.9337016574585635,-1.0543941722448333,-1.5686361684053562,-0.8693877300943638,-0.30178866054662395,-0.01542286095866455
3110953,학동근린공원,골목상권,long,1,0.24580283129854677,0.36363636363636365,-1.2542076031065794,1.251183185472368,-0.8756157155046086,-0.5556902718600036,0.33838320567864616
3110954,국기원,골목상권,long,1,1.0,1.0,-0.4948962632777177,-0.686783607020166,-0.18692194288970007,-0.23723654074146894,-0.07363617203392797
3110955,논현초등학교,골목상권,long,15,0.9956008415765428,0.9725274725274725,-0.013216310450283836,-0.15292873457078798,-0.008135081363315996,-0.01557185185985151,0.007452988471309465
3110956,언주역 8번,골목상권,long,2,1.0,1.0,-3.284841547832766,-1.4201728071690218,-3.178466794774691,0.1972886943817025,0.03749122451231745
3110957,언북중학교,골목상권,long,9,0.9672792729219574,0.7909090909090909,-1.0616429095399271,-1.0578381641234422,-1.109052121533251,0.01618364567760844,0.010170337052535975
3110958,역삼역 4번,골목상권,long,4,0.7977244752661801,0.7126436781609196,-0.021679602635841313,-0.3958657723483845,0.7511120336616866,-0.7686908233524672,-0.12724482739605145
3110959,신구중학교,골목상권,long,2,1.0,1.0,-0.00438549443877352,-0.18986614804982743,0.17741380778612595,-0.1605445165465877,-0.029609932579712988
3110960,은광여고,골목상권,long,1,1.0,1.0,-0.20687616980454462,-1.050718237254475,-1.325671010548299,1.1611326456494435,0.05808636776561519
3110961,언주역 3번,골목상권,long,7,0.8905320344082738,0.8613861386138614,-0.2551354808559241,-0.20925002402468273,-0.14702966692406416,-0.1960275957152415,-0.010558775300073727
3110962,도산공원북측,골목상권,long,3,0.4497394906955883,0.5454545454545454,-0.38573904452583374,-1.097236427928253,-0.31030185643834207,-0.015197430985514218,0.021266834521767482
3110963,역삼월드메르디앙아파트,골목상권,long,3,0.8295776726082128,0.6756756756756757,-1.365681883869303,-1.673703089103841,-1.7032125388908865,0.16042108520492987,0.0013649756298084602
3110965,언주역 6번,골목상권,long,7,0.33112337695811705,0.8743455497382199,-0.3041821281778413,-0.6116295580466345,-0.2135854639945617,0.1475044787909675,0.059088937292093524
3110966,논현2동주민센터,골목상권,long,15,0.9994641547558223,0.9530434782608695,-0.39691513649963645,-0.38828984285226015,-0.19946981029277774,-0.18635210606141794,-0.04444927108132913
3110967,역삼역 8번,골목상권,long,11,0.7306714749977886,0.6046511627906976,-0.5119283388876011,-0.4159296925749617,-1.0713441831473103,0.12930120406360956,-0.07225333975875109
3110968,강남구청역 2번,골목상권,long,3,1.0,1.0,-0.28487345460565694,-0.2896328642648077,0.2215344956255913,-0.46796992064565607,-0.08720404746557443
3110969,베르사이유1아파트,골목상권,long,3,0.9187135126208269,0.7,-0.2925193950168435,-0.3100468907505312,-0.32294753948274135,-0.052539522021948226,-0.006450154453566592
3110970,학동초등학교,골목상권,long,1,1.0,1.0,0.7152560888317556,0.6299349334721214,0.39116223175106146,0.3883680243013302,0.1616408278932824
3110971,선정릉역 4번,골목상권,long,8,0.9968201714116314,0.6962616822429907,0.00012100238914546115,-0.09055788660939117,0.2518501476857233,-0.2399286619379768,-0.03681221459400189
3110972,강남세브란스병원미래의학연구센터,골목상권,long,3,0.31004574672504825,0.8,0.2708416584718332,0.6663621793873669,0.11929831560481988,0.08321662010191896,0.05130090013623225
3110973,강남구청역 4번,골목상권,long,7,0.7364945047653823,0.6923076923076923,0.12057808739489835,-0.015979543272304164,0.08362679845574646,0.036218821922209356,0.012490701822825386
3110974,언주중학교,골목상권,long,3,0.829115484567452,0.5714285714285714,-0.2562890777571394,-0.1572414875408949,-0.5846056993900669,0.3478386849158259,0.09334483589814661
3110975,매봉역 1번,골목상권,long,2,0.2735663608170072,0.8333333333333334,0.019094430560000986,-0.20432428781662768,0.25566420833366876,-0.1849596007144721,-0.08500370891637055
3110976,언북초등학교,골목상권,long,7,0.827017393914346,0.7610619469026548,0.36617042095476476,0.12202392861324637,0.11548381082607692,-0.14353909355281225,-0.0212747905296748
3110977,논현로18길,골목상권,long,2,1.0,1.0,-0.283441061938863,-0.1966820997755926,0.03985203756611951,-0.40393854881967517,-0.062211300469792896
3110978,도곡2동주민센터(대치중학교),골목상권,long,1,,,,,,,
3110979,청담초등학교,골목상권,long,2,0.986889918494824,0.7108433734939759,-0.15824919184211275,0.0101703175313461,-0.06146913610137907,-0.2872333820255688,-0.039412184670889125
3110980,개포지구대옆,골목상권,long,5,1.0,1.0,0.2996335075157246,-0.6891129544058614,0.5123115609993266,-0.25129722676229665,-0.05788946443002688
3110981,국악고교사거리,골목상권,long,11,0.9392284917495559,0.8582677165354331,-0.5059050673804353,-0.48578286963594797,-0.3064888371145448,-0.13542524958133317,-0.017546525370631998
3110982,강남구보훈회관,골목상권,long,7,0.9108320357838195,0.7894736842105263,0.1766258641845047,0.01981739400637674,0.2077767215245369,0.09513726070801252,0.027066651162728918
3110983,국립국악고등학교,골목상권,long,7,1.0,1.0,-0.2546779879007983,-0.11519923817353865,0.01101806671992489,-0.15102962628437022,-0.011710809443121951
3110984,포이초등학교(개포목련어린이공원),골목상권,long,15,0.709273370482855,0.6988847583643123,-0.16412155976023182,-0.24012161835991466,-0.0018598371474881899,-0.1810912489098959,-0.033260917996473884
3110985,청담근린공원,골목상권,long,3,1.0,1.0,-0.6432178631460985,-0.7384092664241728,-0.2646259755441277,-0.3325467205457939,-0.036616794321353854
3110986,삼성중앙역 7번,골목상권,long,2,0.8748696183693505,0.5517241379310345,-0.010609620608748226,0.031154267139906627,-0.3906134990593314,0.26933567572946115,0.1681063470593378
3110988,청담역 3번,골목상권,long,2,1.0,1.0,-0.22320336013396114,0.13320640936850098,-0.07995909481999638,-0.13612943237870326,-0.016126972192353452
3110989,대치동아우편취급국,골목상권,long,7,0.680456432904748,0.7857142857142857,0.0834801198844776,0.15164948609183274,0.07191511568859256,-0.1638532316759984,0.013609564680785287
3110990,청담역 12번,골목상권,long,1,,,,,,,
3110991,삼성중앙역 5번,골목상권,long,2,0.9958941738515713,0.7377049180327869,-0.10521795800698223,-0.15011855679774735,-0.3436336673289777,-0.029649487937734403,0.03466907911004431
3110992,도곡초등학교,골목상권,long,16,0.993291398878748,0.9808510638297873,0.21134344609316863,0.29552344696204097,0.33304336151120245,-0.16134221297634,-0.0189594810544633
3110994,개포고등학교,골목상권,long,19,0.9973546546562149,1.0,0.6699570990553666,0.4279114682314154,0.4864280668551959,0.23255249147610804,0.06578709978704313
3110995,봉은사역 4번,골목상권,long,5,0.9953032457150078,0.8421052631578947,0.05766150652822064,0.16024472084615515,0.14472491870019882,-0.11588697830068215,-0.015727913890829663
3110996,대치2동주민센터,골목상권,long,5,1.0,1.0,0.1280985746065743,0.2159492526259653,0.2630152845652501,-0.05683517876911614,-0.022007796823234598
3110997,대청초등학교,골목상권,long,40,0.9996221111548222,0.9854897218863361,0.07611559961632514,0.0005393141589217052,0.04706619702424571,0.010174414961874921,-0.014110700282445519
3110998,은곡마을(은곡마을공원),골목상권,long,3,1.0,1.0,-0.4162503614444006,-0.5835880671466092,-1.034866715957525,0.15665373586333944,-0.0067232610911247105
3110999,윗방죽마을공원,골목상권,long,9,0.975373816288614,0.9230769230769231,-0.11290962019816804,0.04114477725092923,-0.4404882847838353,0.4160323733867798,0.037879618212764116
3111000,대왕초등학교(세곡동사거리서남측),골목상권,long,3,0.6413487792912367,0.625,0.1879146901707671,-0.060400963386543,0.21665448084704841,-0.03056227877609663,-0.00739669226110436
3111001,아래방죽마을공원(율현초등학교),골목상권,long,4,0.9068230233029353,0.8048780487804879,-0.06990699232404697,-0.14765740697955942,-0.1705038600715254,-0.16845843848899977,-0.06478655659256823
3111002,한국교통안전공단 강남자동차검사소,골목상권,long,3,1.0,1.0,0.14866455018760388,0.22254285101501314,0.09365259302901673,-0.07029407217708732,-0.012390796080285808
3111003,삼전역 4번,골목상권,long,34,0.9527670784907387,0.846930846930847,-0.1818667255223588,-0.19171672714809251,-0.17604924479835685,-0.0798548504459368,-0.025941544843479786
3111004,삼전역 1번,골목상권,long,34,0.9922069045577586,0.9703095388502843,-0.22981268255574794,-0.19247724773437236,-0.23134543646821665,-0.009381734475764946,-0.009798490772831545
3111005,삼전역 3번,골목상권,long,23,0.8299702984118075,0.8754512635379061,0.0010721405230046778,-0.02678890217435859,-0.08449537439180042,0.038053678854099486,-0.017042813040912944
3111006,석촌고분역 1번,골목상권,long,28,0.9547746706825638,0.8691275167785235,-0.18653818667492414,-0.1902389190255583,-0.09630267672087722,-0.06908944816164572,-0.009439440453032535
3111007,석촌고분역 4번,골목상권,long,16,0.9925364283988798,0.935251798561151,-0.7436686161059318,-0.7540941279994982,-0.5992980870524028,-0.25027156153724645,-0.03412565274923428
3111008,석촌고분역 3번,골목상권,long,17,0.9586299677357291,0.8102564102564103,-0.6012554821687767,-0.3825708525317495,-0.7717346189658454,-0.05023112554351101,0.017484550183066834
3111009,송파책박물관,골목상권,long,4,0.8106386684886671,0.4666666666666667,-0.11150181360055117,-0.04099136476119706,-0.24216142636966725,0.11252132526901756,0.019540301767606773
3111010,석촌역 7번,골목상권,long,20,0.977398523286846,0.9256830601092896,-0.11128251630649454,-0.05570079419231334,-0.22216348223036997,-0.07118601371727734,-0.026505642294612053
3111011,잠실나루역,골목상권,long,12,0.9840767971547604,0.9475982532751092,0.038730773575812984,0.05586805153894081,-0.04555879393971242,-0.19164440068508104,-0.04755685831736073
3111012,석촌역 6번,골목상권,long,14,0.9328309874306486,0.9212598425196851,-0.13627118794314935,-0.0792115013533514,0.010698437082056653,-0.12566968256790098,-0.043156228617029065
3111013,송파나루역 1번(송리단길),골목상권,long,22,0.8515006296566379,0.9497413155949741,-0.08816554247396526,-0.036738246776276455,-0.12352845434890891,0.04206154692242886,0.02248549410526052
3111014,송파나루역 2번,골목상권,long,8,0.9354511229183318,0.8731343283582089,-0.2015383962523391,-0.1799898619623543,-0.2415861878453456,-0.09846548914342759,-0.01581326330801825
3111015,석촌역 3번,골목상권,long,22,0.6231609679936739,0.8160427807486631,-0.055250528005151074,-0.11466950378481264,-0.20139979205331937,0.03174298936492151,-0.004197288421689105
3111016,송파역 2번,골목상권,long,6,0.8483448518483694,0.696,-0.34430081631139264,-0.4569142723659047,0.1015142510340347,-0.07770669280133675,-0.028447096676233314
3111017,송파나루역 3번,골목상권,long,3,1.0,1.0,-0.20598357051634453,-0.17653664823895163,0.003439295779568981,-0.02129149271330448,-0.04842783626001051
3111019,한성백제역 3번,골목상권,long,16,0.8121500242814802,0.9278350515463918,-0.1474944423498159,-0.09243535309313185,-0.22618906097189553,-0.08097514361383773,-0.011661193930529997
3111020,방이동고분군(방산고등학교),골목상권,long,15,0.9337142114677784,0.9143730886850153,0.27558091422839687,-0.015569409952814967,0.4163195610469465,-0.031132443983772098,-0.003086843932471644
3111021,방이역 4번,골목상권,long,31,0.9854053447993247,0.917272219116825,-0.03390280108824391,-0.09215078747631358,0.002928907671401511,-0.10855975107748507,-0.027055381975543996
3111022,석촌중학교(방이육교),골목상권,long,6,0.9899290221258128,0.8623853211009175,0.12516051742538042,0.08637433892684412,0.20505798741355039,-0.06417136172221147,-0.008878841206047147
3111023,문정역 1번,골목상권,long,10,0.687825624144771,0.7990430622009569,-0.08654714158608388,-0.09807199009876891,-0.23648353290820567,0.0060988812017942875,0.04056092991480813
3111024,경찰병원역 4번(건너말공원),골목상권,long,4,0.8067068107725256,0.8290598290598291,-0.04407283250438413,-0.037669855198746854,-0.047372516139586596,0.07036985525302109,-0.004359180948072745
3111025,경찰병원역 3번,골목상권,long,5,1.0,1.0,-0.5150848190812795,-0.48314409590406276,-0.5111293847351897,0.018133587811519327,-0.006591265171318359
3111026,문정역 2번,골목상권,long,17,0.9959593554534115,0.9345132743362832,-0.19810942991741964,-0.1498606692083701,-0.3164215092049748,0.021808434939925923,0.002805993621753714
3111027,문정초등학교,골목상권,long,21,0.9820211715406904,0.9151515151515152,-0.05711742257436432,0.03533812478873769,-0.014240803026867149,-0.12512290878617405,-0.03463134506421294
3111028,문현중학교(장지역 1번),골목상권,long,16,0.9982066032470938,0.9367469879518072,0.22190473952601106,0.004753978891229092,0.1756676677751394,0.00024499689164450637,-0.014156029444666107
3111029,오금역 4번,골목상권,long,4,0.8722655338240423,0.6144578313253012,-0.05957354531683471,-0.2604039446603806,0.3176998930857136,-0.2967775933575942,-0.029155682898253352
3111030,방이역 2번,골목상권,long,15,0.8830938846744536,0.8337408312958435,-0.3982639177720806,-0.29001836369934986,-0.5167658340875882,0.03013111825894798,0.015500579109373967
3111031,장지동주민센터(한림연예예술고교),골목상권,long,9,0.9869499356550306,0.9847328244274809,-0.44813526325841163,-0.36526658707750653,-0.048827113704768534,-0.20383352010483718,-0.022779961493222135
3111032,방이역 1번,골목상권,long,20,0.9957220228535446,0.9695740365111561,-0.34602736366785586,-0.5199800276235038,-0.3915969607065591,-0.10621940659714837,-0.02639238588657515
3111033,문정동성당,골목상권,long,3,1.0,1.0,-0.1542847612905341,-0.0633327027456239,-0.00035930047099072445,-0.1540656233073891,-0.047364496516681134
3111034,오동나무공원(송파레미니스1단지),골목상권,long,16,0.9636511465900837,0.9246231155778895,-0.20980665596303957,-0.27190785791288546,-0.008501098955985456,-0.15805803876561045,-0.03146685844928989
3111035,오금공원(오주중학교),골목상권,long,7,0.24024670204540155,0.8315789473684211,0.049511419273940385,-0.2031628541118949,-0.017311164037637015,-0.04526400916336644,-0.023028737448043426
3111036,투구봉어린이공원,골목상권,long,3,0.012010591012310532,0.25,-0.20658439598527187,-0.17748430920284644,-0.0328340805370807,-0.16898601734139096,-0.031634841353506964
3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),골목상권,long,3,1.0,1.0,-0.4195902288765982,-0.4509886780187568,-0.5824301557377618,-0.062263559593525176,0.026180141079178213
3111038,보인중학교,골목상권,long,14,0.7907067369275791,0.8389423076923077,-0.36196390970349485,-0.5497501171204625,-0.32095098126258387,-0.031010112636653868,-0.009039987118218974
3111039,벌말어린이공원,골목상권,long,8,0.798301912735693,0.8627450980392157,-0.6175829792236369,-0.15139011733848473,-0.4517001106776687,-0.15406816842954954,-0.04209501959068583
3111040,거여초등학교,골목상권,long,3,0.4094703061360981,0.631578947368421,0.14293866824870485,0.1867842548738343,0.12725580288921517,0.02056441122935228,0.010213668418312035
3111042,거여역 1번(거여공원),골목상권,long,17,0.5621189577026007,0.8042071197411004,-0.07059646479685866,-0.165738568058708,-0.039885745273350835,-0.15161938992381904,-0.02894131159042834
3111043,마천공원,골목상권,long,2,1.0,1.0,0.0018496161342601628,-0.6315799820677087,-0.0834748805697185,-0.13233175978277928,-0.0013369260809107265
3111044,남천초등학교,골목상권,long,23,0.9944267946726153,0.9705882352941176,0.14275363506098615,-0.14731487404585397,0.20120352487422058,-0.07950778275094679,-0.026757674777891868
3111045,개미어린이공원,골목상권,long,1,0.09112908945412956,0.5,0.21361176895258832,0.17181377393640757,0.3568560342665531,-0.13612943237870326,-0.016126972192353452
3111046,마천역(마천초등학교),골목상권,long,33,0.984223539459115,0.8847413228552717,-0.4163215002930274,-0.33262237972550596,-0.3414451645436268,-0.15961019086736894,-0.027452888145934034
3111047,마천1치안센터,골목상권,long,5,1.0,1.0,-0.11324274951447665,-0.11997924939530945,-0.01588645823195095,-0.15995932927328174,-0.012653817936807348
3111048,천호역 1번(천호문구완구거리),골목상권,long,7,0.8584488966593672,0.9235668789808917,-0.009186521680492462,0.09150121837774879,0.18045250396637172,-0.23563297299290015,-0.02086104944397892
3111049,천호지구대(천호동자전거거리),골목상권,long,11,0.9533058231767612,0.8914141414141414,-0.14943409051166043,-0.3522334810479935,-0.1896947030272007,-0.03465117452041923,-0.009790696262050418
3111050,강동구청(강동구청역 2번),골목상권,long,3,0.4852678572837377,0.9245283018867925,0.24739658070842285,0.7521939529748346,0.14988801287940415,-0.019885488566178673,-0.01772746931481153
3111051,천호역 6번,골목상권,long,18,0.9791049175987276,0.9195205479452054,-0.04411801974288075,-0.05310165080750221,-0.14131745118859473,0.0637255708971678,0.0156533657902806
3111052,암사역 3번(천호동자전거거리),골목상권,long,19,0.9656514737982851,0.9269406392694064,-0.4500741932406495,-0.3610206846701486,-0.477357380222155,-0.1137334354531183,-0.007766528680122417
3111053,성내천어린이공원(하니사랑길),골목상권,long,14,1.0,1.0,-0.3870015484646694,-0.40459403532556115,-0.5050908151123318,-0.0019168400589050798,-0.008538636883929893
3111054,암사역 4번(삼성광나루아파트),골목상권,long,3,1.0,1.0,-0.8245886642984076,-0.9439739123048226,-0.7438200168999599,-0.05677453333079047,-0.03749620129172102
3111055,선사초등학교,골목상권,long,1,1.0,1.0,-0.8624874288942932,-0.6917116812359333,-0.2832720053379377,-0.5744511254495555,-0.11935024233130039
3111056,천호태영아파트,골목상권,long,3,0.0,0.0,,,,,0.04582438979414012
3111057,천호공원(해공체육문화센터),골목상권,long,16,0.9988135693801995,0.9789473684210527,0.11406458577197794,-0.3609929437344293,0.21557193291823692,-0.13356558558716466,-0.027090616925825435
3111058,성내중학교,골목상권,long,3,0.5175388795509923,0.5,-0.18063025450540282,-0.3859265317825864,-0.3692403525791663,0.2314551480261752,-0.07503451287551581
3111059,강동역 4번(강풀만화거리),골목상권,long,29,0.9468846363630877,0.8555133079847909,-0.20507163683132776,-0.06837832405858929,-0.27873199089034595,-0.04114274227332111,-0.012267979180077212
3111060,암사역 2번(서울강동초등학교),골목상권,long,30,0.9888780438164154,0.9629032258064516,-0.31118493406404507,-0.9502740157382804,-0.11121157022197187,-0.04285486633611444,-0.013902633541438713
3111061,암사역 1번,골목상권,long,24,1.0,1.0,-0.3042932503166008,-0.149384190338,-0.1168461429060713,-0.07865413733230357,-0.009448573813057838
3111062,둔촌동역 3번(성내3동주민센터),골목상권,long,12,0.8609200336341509,0.8025,-0.07788239801805931,-0.16455118678297548,0.03667465428904207,-0.14204714837139926,-0.017592410901592727
3111063,강동구립 천호도서관,골목상권,long,8,0.8128623431038753,0.8512110726643599,0.06861906052784318,0.12422723964684483,-0.17909571949334546,-0.06585991708028337,-0.0064948773806671
3111064,둔촌동역 4번,골목상권,long,12,0.963257136300769,0.8811881188118812,-0.017586995045654245,0.005597648698817712,-0.017315210757071764,0.025243761838583678,0.0067317405697613145
3111065,천일초등학교,골목상권,long,4,1.0,1.0,-0.055472397066633525,0.0795581973746783,0.19595356461330246,-0.07339369976192364,-0.02120173986497005
3111066,암사동성당(효정하나플러스아파트),골목상권,long,10,0.856696361029374,0.8435374149659864,-0.05160390587514082,-0.12034098548381537,0.12316461148942108,-0.19849338846442724,-0.02265450485715445
3111067,강동구립성내도서관,골목상권,long,18,0.9403363058832264,0.9181818181818182,-1.027952243080019,-0.9386056153156035,-0.9926463129134414,-0.14797936951541868,-0.008446505028333079
3111068,강동성심병원,골목상권,long,3,0.8884434889919763,0.6923076923076923,-0.13523531196765717,-0.02620781088397417,-0.012758602105701934,-0.22039641437400695,-0.05507176174287024
3111069,천호1동주민센터,골목상권,long,7,0.15227607749824285,0.8074866310160428,-0.3277357308512358,-0.37298025952294195,-0.4131437069819737,-0.17690383408403276,0.012982881726401472
3111070,천호초등학교,골목상권,long,4,0.6809584706596338,0.5102040816326531,-0.3664252884881639,-0.35277256335314827,-0.9882813452308257,-0.021962739410594834,-0.011414517451062393
3111071,천동초등학교,골목상권,long,5,1.0,1.0,-0.003641353932220012,-0.050277362569601865,0.4570950625601019,-0.5466499616819274,-0.10244376025327413
3111072,굽은다리역 1번(십자성마을),골목상권,long,17,0.9925070848379818,0.927860696517413,-0.3773795410847333,-0.37284428839411676,-0.4614394118123778,0.027686356962698857,-0.03714722500196222
3111073,둔촌동역 1번(한산중학교),골목상권,long,27,0.9810655387680113,0.9445100354191264,-0.26154096082312345,-0.3381258516171962,-0.27825318365771795,0.006591696491903178,-0.003752126091876545
3111074,명일역 1번,골목상권,long,8,0.9813409037913722,0.9090909090909091,-0.06620089271899741,-0.2201577563458607,0.0530841255489782,-0.09108274306474705,-0.023557876669966813
3111075,굽은다리역 2번,골목상권,long,10,0.9065965652103259,0.9487179487179487,-0.33984501414811585,-0.2981017959119765,0.14540498249585773,-0.1208822441146411,-0.028203713742951813
3111076,둔촌2동주민센터,골목상권,long,12,0.9843729998038189,0.9747634069400631,-1.749126110755653,-2.2667403438892735,-1.4197849871138168,-0.18478217798025579,-0.05522640752433681
3111077,길동주민센터(강동도서관),골목상권,long,34,0.9998316044910575,0.9869236063317275,-0.10729875132876378,-0.10527077143736092,-0.032743978188176044,-0.15521855539738114,-0.03029561347821458
3111078,굽은다리역 4번,골목상권,long,34,0.9854618325866515,0.9537878787878787,-0.13787837824754318,-0.1788087847125841,-0.05930394711094049,-0.12486383666650971,-0.023557576329909583
3111079,둔촌고등학교(둔촌중학교),골목상권,long,6,0.9969513307193913,0.8677685950413223,-0.35053736519404965,-0.2961097743594738,0.0032288929065846295,-0.014959486123632453,0.007307541739901181
3111080,굽은다리역 3번,골목상권,long,11,0.6573384813302167,0.8981900452488688,0.23503922968726684,0.016984142770278175,0.4053757443249313,-0.18915665962457165,-0.0593229174983042
3111082,중앙보훈병원,골목상권,long,2,1.0,1.0,0.35360311603621347,0.3482144705733678,0.47068051950925344,-0.004111082549053287,-0.01089871168649914
3111083,GS강동자이아파트,골목상권,long,15,0.5907338182118036,0.9036458333333334,0.2043157590055711,0.45587274724768195,0.10121269067817183,0.01434056790748184,0.0001751384576302223
